name,business_category,lat,lon,address,pkd,regon,nip,status,competitors_1km,competitors_3km,competitors_5km,population_density,income_level,accessibility_score,rental_cost,source,employees
Stara Fryzjernia,usługi kosmetyczne,49.9966693,19.9033092,,hairdresser,,,active,3,19,52,109.53241207641211,55935.14115574129,0.5935141155741285,2812.971768851743,OSM,11
Mister Madame,usługi kosmetyczne,49.9966352,19.9044965,,hairdresser,,,active,3,21,53,109.85897610669986,55948.71054037152,0.5948710540371521,2810.2578919256957,OSM,2
Rup Coiffeur,usługi kosmetyczne,50.0419006,19.9456486,,hairdresser,,,active,37,81,123,282.83738555896235,58732.19975318374,0.8732199753183738,2253.5600493632523,OSM,11
Kruczek Hair Concept,usługi kosmetyczne,50.0492388,19.9618869,,hairdresser,,,active,24,69,121,322.60450620570475,58950.11464383829,0.8950114643838294,2209.977071232341,OSM,11
Studio fryzur,usługi kosmetyczne,49.972774,20.0615875,,hairdresser,,,active,0,14,17,70.49235251585463,53407.032009074406,0.3407032009074408,3318.5935981851185,OSM,2
Studio Fryz,usługi kosmetyczne,50.0285938,19.9176896,,hairdresser,,,active,10,64,119,183.03690519842638,57768.310456528096,0.7768310456528094,2446.3379086943814,OSM,6
Barber Familia,usługi kosmetyczne,50.0378796,19.9409737,,hairdresser,,,active,15,83,125,250.24301920127883,58501.94226557891,0.8501942265578912,2299.6115468842177,OSM,15
Craftman Barbershop,usługi kosmetyczne,50.0199147,20.0574951,,hairdresser,,,active,6,16,46,95.67749201369588,55274.11050941399,0.5274110509413992,2945.1778981172015,OSM,9
Fryzjerstwo,usługi kosmetyczne,50.020235,20.0526482,,hairdresser,,,active,6,19,50,98.61864190872883,55429.964656552984,0.5429964656552987,2914.0070686894023,OSM,6
Studio Urody,usługi kosmetyczne,50.0198145,20.052178,,hairdresser,,,active,7,21,50,98.64528381613121,55431.33396086153,0.5431333960861531,2913.733207827694,OSM,4
Stara Fryzjernia,usługi kosmetyczne,50.0294642,19.9192756,,hairdresser,,,active,9,66,123,187.71429849807657,57836.377654762815,0.7836377654762814,2432.724469047437,OSM,7
Avant Après,usługi kosmetyczne,50.0476084,19.9465802,,hairdresser,,,active,36,75,118,344.3710572791073,59048.07775092795,0.9048077750927953,2190.3844498144094,OSM,3
Zakątek Piękna,usługi kosmetyczne,50.0450852,19.9791093,,hairdresser,,,active,5,60,127,234.24075462534861,58365.44403513507,0.8365444035135071,2326.9111929729856,OSM,9
Holistic Hair,usługi kosmetyczne,50.0468439,19.9437062,,hairdresser,,,active,38,74,118,334.7106635650458,59006.17248140697,0.9006172481406967,2198.765503718607,OSM,15
PS Hair Studio,usługi kosmetyczne,50.0479718,19.9425108,,hairdresser,,,active,34,73,117,348.6069183683684,59065.7198017176,0.90657198017176,2186.85603965648,OSM,3
MG Beauty Concept,usługi kosmetyczne,50.0497053,19.9615111,,hairdresser,,,active,23,69,120,328.74102132106765,58979.0459128261,0.89790459128261,2204.19081743478,OSM,12
Merry,usługi kosmetyczne,49.9883456,20.0549209,,hairdresser,,,active,8,13,46,79.58831309062033,54217.67059027004,0.42176705902700407,3156.465881945992,OSM,13
Sztukateria,usługi kosmetyczne,50.0197699,20.0574741,,hairdresser,,,active,6,16,46,95.6113534375201,55270.49553192719,0.527049553192719,2945.900893614562,OSM,8
Atelier,usługi kosmetyczne,50.0177863,20.0351221,,hairdresser,,,active,3,34,60,107.70588770274998,55857.728248060914,0.585772824806091,2828.454350387818,OSM,13
U Luby,usługi kosmetyczne,50.0175619,20.0010756,,hairdresser,,,active,16,41,116,131.64459830527747,56701.89505352492,0.6701895053524914,2659.6209892950174,OSM,13
Barber Garage,usługi kosmetyczne,50.0353396,19.9413011,,hairdresser,,,active,15,89,130,233.89665395226424,58362.30375017659,0.8362303750176586,2327.5392499646828,OSM,5
Panowie Przodem,usługi kosmetyczne,50.0386389,19.9833621,,hairdresser,,,active,6,65,130,200.50418763625575,58006.286497581415,0.8006286497581417,2398.7427004837164,OSM,3
Friends&Family Barbershop,usługi kosmetyczne,50.0457354,19.9561697,,hairdresser,,,active,33,76,127,307.26623142756404,58872.746664425205,0.8872746664425206,2225.450667114959,OSM,13
Cut Game,usługi kosmetyczne,50.0437955,19.9590576,,hairdresser,,,active,31,76,131,283.13476584305005,58734.056497755686,0.8734056497755684,2253.188700448863,OSM,17
Małgorzata,usługi kosmetyczne,50.0458246,19.9315967,,hairdresser,,,active,19,72,115,302.41729712287713,58846.65541701194,0.8846655417011938,2230.668916597612,OSM,15
Brixton Barbershop,usługi kosmetyczne,50.0468059,19.9324614,,hairdresser,,,active,19,71,115,314.28556373993945,58909.09014703032,0.890909014703032,2218.181970593936,OSM,18
Tus Barber Shop,usługi kosmetyczne,50.0489978,19.9309772,,hairdresser,,,active,15,70,111,331.934920614808,58993.68063151083,0.8993680631510831,2201.263873697834,OSM,5
Barber King,usługi kosmetyczne,50.0489796,19.9599864,,hairdresser,,,active,24,70,120,327.9278231521667,58975.27423811188,0.897527423811188,2204.945152377624,OSM,11
The Doll Factory,usługi kosmetyczne,50.0285084,19.9368052,,hairdresser,,,active,6,102,132,197.36939662360624,57966.67918860022,0.7966679188600215,2406.664162279957,OSM,11
Culture by Yellow Barbershop | Barber Kraków,usługi kosmetyczne,50.0496565,19.9624033,,hairdresser,,,active,24,69,121,324.287759786909,58958.15950522292,0.8958159505222916,2208.368098955417,OSM,9
Barbershops.Zone,usługi kosmetyczne,50.0495496,19.9620378,,hairdresser,,,active,24,69,121,324.90156254180556,58961.07234422529,0.8961072344225294,2207.785531154941,OSM,14
Valkos,usługi kosmetyczne,50.0493737,19.9622747,,hairdresser,,,active,24,69,121,322.20483885655017,58948.19214455495,0.8948192144554953,2210.3615710890094,OSM,19
Siódemka,usługi kosmetyczne,50.020348,19.9558102,,hairdresser,,,active,4,72,151,166.89556421946608,57504.11450514943,0.7504114505149432,2499.1770989701135,OSM,2
Fryzjer Męski,usługi kosmetyczne,50.0131288,20.012243,,hairdresser,,,active,22,37,79,117.92871255652369,56260.150440374324,0.6260150440374324,2747.9699119251354,OSM,12
AnKaro,usługi kosmetyczne,50.0229305,19.9018968,,hairdresser,,,active,10,34,101,152.16341787300956,57214.05908864847,0.7214059088648475,2557.1881822703053,OSM,1
Luźny Barber,usługi kosmetyczne,50.0167761,20.0119769,,hairdresser,,,active,20,38,77,122.5390246673924,56419.66721330491,0.6419667213304906,2716.066557339019,OSM,18
Ma Cherie,usługi kosmetyczne,50.0145654,20.0202139,,hairdresser,,,active,12,38,74,114.39754387862651,56129.27679172474,0.6129276791724743,2774.1446416550516,OSM,10
hairdresser_12577107705,usługi kosmetyczne,50.0174876,20.0181283,,hairdresser,,,active,15,38,76,118.97761317661055,56297.52873964786,0.629752873964786,2740.494252070428,OSM,19
hairdresser_12588846088,usługi kosmetyczne,50.0094206,20.0214648,,hairdresser,,,active,8,39,73,108.4326468332145,55888.84261702959,0.5888842617029592,2822.231476594082,OSM,9
Fryzjer Damsko-Męski,usługi kosmetyczne,49.9848212,20.0593564,,hairdresser,,,active,7,14,37,76.52423347750114,53966.12207299006,0.3966122072990057,3206.775585401989,OSM,13
Urban Jungle,usługi kosmetyczne,50.0449255,19.9970629,,hairdresser,,,active,2,25,113,188.01882718999983,57840.69184733967,0.7840691847339671,2431.8616305320656,OSM,18
Jean Louis David,usługi kosmetyczne,50.0278037,19.9494121,,hairdresser,,,active,3,107,144,195.5125895820624,57942.61993015987,0.7942619930159867,2411.4760139680266,OSM,1
hairdresser_13046178701,usługi kosmetyczne,49.9851575,20.0615969,,hairdresser,,,active,7,14,36,76.04905559711622,53925.29639488435,0.3925296394884358,3214.9407210231284,OSM,9
Margaret,usługi kosmetyczne,50.0140021,20.0008799,,hairdresser,,,active,16,40,98,126.47139808330022,56546.53694370742,0.6546536943707417,2690.6926112585165,OSM,8
hairdresser_13049140654,usługi kosmetyczne,50.0139857,20.0038082,,hairdresser,,,active,15,34,88,124.51295413143774,56484.353567965365,0.6484353567965365,2703.129286406927,OSM,14
La Cristal Magique,usługi kosmetyczne,50.0473412,19.9557447,,hairdresser,,,active,34,72,125,324.986942084204,58961.47664643569,0.8961476646435689,2207.704670712862,OSM,7
Salon fryzjerski Alicja,usługi kosmetyczne,49.9854607,20.0651181,,hairdresser,,,active,7,14,34,75.19345964963085,53850.485503263386,0.38504855032633867,3229.902899347323,OSM,12
hairdresser_13102725936,usługi kosmetyczne,50.0172462,20.0104594,,hairdresser,,,active,20,38,80,124.23117094895862,56475.24521277008,0.6475245212770078,2704.9509574459844,OSM,14
Salon Fryzjerski A. K. Kowal,usługi kosmetyczne,50.0049679,20.009127,,hairdresser,,,active,3,35,81,110.2779399825104,55966.00163115762,0.596600163115762,2806.7996737684757,OSM,17
Dragon Barber,usługi kosmetyczne,50.0411009,19.9953276,,hairdresser,,,active,3,39,124,183.50732739169013,57775.31315993302,0.7775313159933025,2444.937368013395,OSM,16
hairdresser_13160076055,usługi kosmetyczne,49.9839665,20.0643804,,hairdresser,,,active,7,14,34,74.7253813398819,53808.83307606296,0.38088330760629585,3238.2333847874083,OSM,4
MV Studio,usługi kosmetyczne,50.0120768,19.9268885,,hairdresser,,,active,4,51,123,143.00644112151227,57003.65398873782,0.7003653988737815,2599.269202252437,OSM,17
Matt Haircurt,usługi kosmetyczne,50.0423487,19.9435225,,hairdresser,,,active,38,80,119,286.73105493830485,58756.205627578136,0.8756205627578137,2248.7588744843724,OSM,12
Luźny Barber,usługi kosmetyczne,50.0094052,19.9539953,,hairdresser,,,active,11,37,150,139.23749324747456,56909.01320227503,0.6909013202275036,2618.1973595449927,OSM,1
Freestyle,usługi kosmetyczne,50.0083277,19.9544029,,hairdresser,,,active,11,37,150,136.90781330471387,56847.90748657159,0.6847907486571589,2630.418502685682,OSM,18
Cameleon Salon Fryzur,usługi kosmetyczne,50.0280836,19.9102597,,hairdresser,,,active,15,50,114,173.37846788643694,57616.1355496145,0.7616135549614498,2476.772890077101,OSM,1
hairdresser_13444828178,usługi kosmetyczne,50.0204022,19.9570464,,hairdresser,,,active,4,73,151,166.65983565093146,57499.87703667698,0.749987703667698,2500.024592664604,OSM,16
Angels,usługi kosmetyczne,50.0230819,19.909981,,hairdresser,,,active,14,47,114,159.74042299490523,57369.92189812877,0.7369921898128772,2526.0156203742454,OSM,5
Nord,usługi kosmetyczne,50.017422,19.9051975,,hairdresser,,,active,9,31,104,143.3422233931368,57011.8442552082,0.7011844255208197,2597.6311489583604,OSM,16
Pacura Studio,usługi kosmetyczne,50.039428,19.9783834,,hairdresser,,,active,7,65,132,213.45622321733748,58157.59933131156,0.8157599331311561,2368.4801337376875,OSM,15
hairdresser_13529803324,usługi kosmetyczne,50.0427608,19.9448061,,hairdresser,,,active,38,81,121,290.7342686792846,58780.21649366845,0.8780216493668447,2243.9567012663106,OSM,14
Tomasz Pietrzyk,usługi kosmetyczne,50.0204192,19.9769554,,hairdresser,,,active,6,52,144,155.59600896599483,57286.54996794118,0.7286549967941184,2542.6900064117635,OSM,15
Barber House,usługi kosmetyczne,49.9928021,19.9461473,,hairdresser,,,active,4,25,71,111.1716161161421,56002.44911904811,0.6002449119048112,2799.510176190378,OSM,6
Avangarda,usługi kosmetyczne,49.9910817,19.9393939,,hairdresser,,,active,4,26,62,108.74563973975536,55902.11450135771,0.5902114501357709,2819.577099728458,OSM,14
M.K,usługi kosmetyczne,50.0467525,19.952573,,hairdresser,,,active,35,74,123,325.98682761818674,58966.19569369341,0.8966195693693406,2206.7608612613185,OSM,17
Sly Dog,usługi kosmetyczne,50.047123,19.9536002,,hairdresser,,,active,35,74,124,328.0147657910682,58975.678377483535,0.8975678377483534,2204.8643245032936,OSM,1
Krótkie Boki,usługi kosmetyczne,50.0468245,19.9509056,,hairdresser,,,active,38,75,122,329.8275120277594,58984.05611488857,0.8984056114888566,2203.188777022287,OSM,15
hairdresser_13598328828,usługi kosmetyczne,50.0072337,19.9548764,,hairdresser,,,active,11,36,149,134.61166600800252,56785.61167967213,0.6785611679672136,2642.877664065573,OSM,17
Mayart,usługi kosmetyczne,50.009245,19.950039,,hairdresser,,,active,11,41,145,139.33771762609686,56911.59616707864,0.6911596167078641,2617.6807665842716,OSM,5
Rena,usługi kosmetyczne,50.0094674,19.9505403,,hairdresser,,,active,11,42,146,139.77572332279158,56922.840904601704,0.6922840904601701,2615.43181907966,OSM,4
Humans,usługi kosmetyczne,50.0088006,19.9615259,,hairdresser,,,active,12,41,150,136.48529152801737,56836.60158979577,0.6836601589795768,2632.6796820408463,OSM,7
BarberCut,usługi kosmetyczne,50.0100949,19.9604418,,hairdresser,,,active,12,39,151,139.4475847085093,56914.423376029335,0.6914423376029336,2617.115324794133,OSM,6
BARBER,usługi kosmetyczne,50.017503,19.986627,,hairdresser,,,active,5,53,130,142.21656509382197,56984.2351545325,0.6984235154532498,2603.1529690935004,OSM,8
hairdresser_166562675,usługi kosmetyczne,50.0311926,19.9205885,,hairdresser,,,active,9,74,123,195.5636956726327,57943.288242839386,0.7943288242839388,2411.3423514321225,OSM,9
Instytut Włosa,usługi kosmetyczne,50.020824,19.9026196,,hairdresser,,,active,10,34,102,148.3406028337309,57129.378670110775,0.7129378670110771,2574.124265977846,OSM,4
hairdresser_336068377,usługi kosmetyczne,49.9763188,20.0980858,,hairdresser,,,active,1,8,14,63.679028454503644,52648.12141241709,0.26481214124170904,3470.375717516582,OSM,19
hairdresser_406832257,usługi kosmetyczne,50.0142518,20.023093,,hairdresser,,,active,13,38,74,112.23084863580792,56044.89691490694,0.6044896914906941,2791.020617018612,OSM,4
Beauty Room,usługi kosmetyczne,50.0072466,19.9760995,,hairdresser,,,active,1,45,126,128.8055416062794,56618.17943727644,0.6618179437276444,2676.364112544711,OSM,8
Metamorfoza,usługi kosmetyczne,49.9794696,20.0985162,,hairdresser,,,active,1,9,14,64.53728256516223,52752.54023524839,0.27525402352483896,3449.4919529503222,OSM,14
Jean Louis David,usługi kosmetyczne,50.013535,19.9319802,,hairdresser,,,active,4,58,129,147.82466382980297,57117.61449648435,0.7117614496484349,2576.4771007031304,OSM,12
TOTO Hair Company,usługi kosmetyczne,50.0142953,19.9324527,,hairdresser,,,active,4,61,131,149.7919397771284,57162.036684056984,0.7162036684056984,2567.592663188603,OSM,19
